"448","canon","reverted to last edit by 24.26.153.37 (there is no canon powerlevel requirement or powerlevel modifier for super saiyajin)"
"449","canon","/* super saiyan 4 (non-canon) */"
"450","canon","/* jewish canon */ m"
"451","canon","reverted last edit - group has not been mentioned in canon yet, so still a spoiler"
"452","canon","reverted edits by [[user:|]] to last version by klsymph; non-canon information removed"
"453","canon","/* jewish canon */ m"
"454","canon","moved [[john merrick (buffyverse character)]] to [[merrick (buffyverse character)]]: 'john' not found amongst any canon"
"455","canon","/* canon */"
"456","canon","/* overview */ restoring info about cycle of canon, rearrange section"
"457","canon","corrected spelling of ""commitment"" in canon 604 quotation."
"458","canon","it being debatable is your opinion. it being non-canon is a fact, which was concluded by other facts. it being debatable was concluded by your urge to be right, and your urge to prove me wrong."
"459","canon","/* compared to something that mccoy isn't */ bones never said ""dammit jim"" at any point in the series, and only said it once in one of the movies. it's a case of fanon replacing canon."
"460","canon","rv, the intro was stated to just be a mood setter, and not depicting actual canon events"
"461","canon","[[wp:undo|undid]] revision 171931500 by [[special:contributions/jtrainor|jtrainor]] ([[user talk:jtrainor|talk]]) still no citation for claim of canon, still yahoo site as source, still in universe"
"462","canon","revert: incident in question was a qow guest strip (presumably non-canon)"
"463","canon","we aren't using that image. it may be fox, but it's not a canon design of him. best use the command image."
"464","canon","/* business */ added cite from canon, inc website on true origin of name."
"465","canon","animes are not canon"
"466","canon","/* canon */"
"467","canon","/* official canon (walt disney animated classics) */"
"468","canon","removed non canon speculation and cleaned up"
"469","canon","robot-assisted disambiguation: canon"
"470","canon","/* prime */ correct link to [[canon ef 135mm f/2 l usm lens]]"
"471","canon","new chicago - ""new"" is not canon; same chicago."
"472","canon","this and all novels should be treated as canon unless on certain points the novel is contradicted by the games. on these single points canon is given to the games, but the rest of the novel is canon."
"473","canon","/* middleton's canon */"
"474","canon","/* accepted canon */"
"475","canon","/* [[hogwarts houses#gryffindor|gryffindor]]s */ see talk. bem (from poa) and nigel (from gof) are not in the books are are not [[canon (fiction)#harry potter|canon]]."
"476","canon","which still renders him a canon part of this storyline. also, as of now the consensus seems to be three for, one against. refer to the talk page before reverting again please."
"477","canon","when compared to attire for non-platforming levels in the main canon, the cttr costume placements seem out of place."
"478","canon","/* canon */"
"479","canon","/* pachelbel's canon in popular culture */ added link to zox"
"480","canon","/* departure from canon */"
"481","canon","/* list of full saiyans (non-[[canon]]ical) */"
"482","canon","/* official canon (walt disney animated classics) */"
"483","canon","/* sample images */ added canon powershot a430 picture."
"484","canon","/* canon or not? */"
"485","canon","/* mutants in marvel canon */"
"486","canon","/* plot synopsis */ - kopa is not film canon. please stop adding him."
"487","canon","days of fasting are set by episcopal conference; see canon 1251"
"488","canon","/* official canon */"
"489","canon","robot-assisted disambiguation ([[wp:dpl|you can help!]]): canon"
"490","canon","rv again and you'll be reported for 3rr. she is a comicbook character. all other forms of media are based on said comicbook character and are not canon."
"491","canon","the finborough revival of the rat trap, the first for 80 years, reveals this as an early but vital part of the coward dramatic canon. this article should help researchers, john thaxter"
"492","canon","rv, the armageddon intro has been confirmed as simply being a ""mood setter"" with the events not being canon to the plot."
"493","canon","repairing link to disambiguation page (canon) using [[wp:pop|popups]]; [[wikipedia:disambiguation pages with links|you can help!]]"
"494","canon","/* evolutions */ rm evolution line, not canon"
"495","canon","repairing link to disambiguation page (canon) using [[wp:pop|popups]]; [[wikipedia:disambiguation pages with links|you can help!]]"
"496","canon","rm useless ""origin"" section, and also, that's non-canon"
"497","canon","contextualized ""buddhist meditation"" in regards to the greater [[pali canon]]; added references to the [[satipatthana sutta]]; added thanissaro's caveat about vipassana being a mind quality ...."
"498","canon","/* yvor winters's alternative canon of elizabethan poetry */"
"499","canon","that isn't vandalism. this article is for canon d&d monsters, which those are not."
"500","canon","/* new testament canon */ minor fix to last edit"
"501","damn","just taken his 501st. damn him."
"502","damn","damn revert some more (mite hav 2 do more later)"
"503","damn","vol is not a god[dess], as gods to not walk the earth in eberron. she lives in frostfell and is roughly an 18th level lich wizard. damn i'm a nerd."
"504","damn","damn firefox puking"
"505","damn","okay, what the damn fuck is this about"
"506","damn","/* other songs */ skipping redirect, damn perfectionism"
"507","damn","nationality, damn!!!!!!"
"508","damn","moved [[interfaith]] to [[interfaith]]: get rid of the damn camelcase at least"
"509","damn","/* tribute */ it was the damn ""http://"" that was missing ...........pull my freakin' hair out..."
"510","damn","huh. don't even like the damn singer and i'm fighting vandalism. leave 'im alone."
"511","damn","rv theres a footnote damn it"
"512","damn","[[wp:aes|\u2190]]replaced page with 'damn it smith sucks balls'"
"513","damn","[[wp:aes|\u2190]]replaced page with 'damn!'"
"514","damn","why the hell is this one damn reference so important? get some more cultural background."
"515","damn","damn ""ands""."
"516","damn","moved [[jcmidge]] to [[jc midge]]: damn! missed the space."
"517","damn","stop the damn aryan theories."
"518","damn","[[wp:aes|\u2190]]replaced page with 'god damn it!!!! i told you to fucking leave it alone!!!! so leave it the fuck alone!!!!! fuckers.'"
"519","damn","damn - just put table on the wrong one (see [[gyroelongated pentagonal pyramid]]) i'll get back to this"
"520","damn","more, and remove britannica link - no need to link to the competition, you can be damn sure they won't return the favour!"
"521","damn","sheesh. if you're going to correct positioning, make notes of it in the freaking edit summary. it's there for a damn reason. don't post it in the main profile."
"522","damn","damn right"
"523","damn","removed the hot damn! for gh3 addition because there's no rumor at all and there was no source, see additions on aug 23 07."
"524","damn","damn you, autofill! no i did *not* add a reference in the previous edit"
"525","damn","/* known employees */ damn you mohinder!"
"526","damn","/* external links */ added ibdb link to damn yankees"
"527","damn","note to stop copyediting the damn quote"
"528","damn","fluxbox is the default window manager used in [[damn small linux]]."
"529","damn","/* damn you */"
"530","damn","that's arena, and it's got an article. damn, does this really have to wait for me to return in order to get linked?"
"531","damn","damn, forgot the tag! now done."
"532","damn","damn edit conflicts! (was copyedit, add categories)"
"533","damn","i think he's more notable for killing and eating a person than just eating a damn penis. i have a friend that does that all the time!"
"534","damn","/* technology */ restore a little gem, because it is damn interesting"
"535","damn","fixed damn yankees wikitag"
"536","damn","damn good movie is this !! :thumbsup!"
"537","damn","some touchups (though there is not much wrong with this article), remove damn great ugly cleanup box"
"538","damn","damn you colbert!"
"539","damn","damn"
"540","damn","damn! fix link"
"541","damn","removed neutrality tag as it didn't make any damn sense and there was no discussion about it on the talk page"
"542","damn","/* external links */ cleaned up the linkspam, it feels like i did this a few monthes ago and all the bad links came back. damn spammers"
"543","damn","there--everyone please leave this damn sentence alone, now it's completely balanced and neutral"
"544","damn","/* trivia */ holly god-damn, who found that amusing?"
"545","damn","/* see also */ damn it, this link ain't cool and it won't go away"
"546","damn","+ damn small linux"
"547","damn","/* episodes */ gah...damn people who don't know about the formatting"
"548","damn","damn smarach"
"549","damn","/* nick russell */ too damn confusing"
"550","damn","[[wp:aes|\u2190]]replaced page with 'ban me!!! damn it! ban me!'"
"551","damn","out damn typos"
"552","damn","rickk you are too god damn lazy to even put a f***ing url"
"553","damn","that makes no damn sense"
"554","damn","/* ''the best damn thing (2007)'' */"
"555","damn","/* maria renard (1792-1797) */ damn speculation"
"556","damn","damn, it's not fair. you mods have scripts that tell you which pages have been recently modified. you should instead search random articles like us, and scan them manually if any changes are made ;)"
"557","damn","undid last revision by [[special:contributions| 24.12.189.115 ]]; of course i oppose nazism...but that vikernes is damn close to nazism actually is not pov - it is fact"
"558","damn","fuck damn cunt bitch hell shit pussy ckln moved to ckln"
"559","damn","/* external links */ jeezis; if you're going to edit the link, at least spell the damn word correctly!"
"560","damn","/* france */ damn, there's so much out there"
"561","damn","/* ''the best damn thing'' (2006&ndash;present) */ mos"
"562","damn","revert [[1991]] - [[kristin]a very confidint person (who, despite being 15, can't spell worth a damn)"
"563","damn","never heard of ""''damn the torpedoes!"" the famous quote is ""damn the torpedoes, full speed ahead!"", which adds to the article."
"564","damn","fixing the spelling. ._. damn this name is hard lol"
"565","damn","damn c&p"
"566","damn","removed medieval noble title infobox. we are in the 2007, damn!!"
"567","damn","damn vs darn"
"568","damn","/* '''god damn queer''' */"
"569","damn","oh damn, if this is the game i think this is, i've played this before! ...adding {{infobox cvg}}."
"570","damn","[[wp:aes|\u2190]]replaced page with 'ded cute dog! doggggggggggggggggggggg! [[media:example.ogg]] rotweillers are german dogs... damn germans!'"
"571","damn","/* ''the best damn thing'' (2007) */"
"572","damn","[[wp:aes|\u2190]]replaced page with 'damn it 50 cent sold one million copies chamillionaire sold 100000? wtf go buy real copy and support artist who can rap'"
"573","damn","getting robots to do your work is till considered your own rejection of god. don't damn yourself. think! read the words i have put in place!"
"574","damn","removing rubbish from intro - discuss on the damn talk page"
"575","damn","damn you"
"576","damn","damn, i was wrong. fixed it."
"577","damn","/* career */ soloalbums is not a word, damn it."
"578","damn","[[wp:aes|\u2190]]replaced page with 'omg hurry up with the damn album already. just pick a fing name, more ppl are gonna care bout the songs in the album!'"
"579","damn","damn you stupid bot"
"580","damn","/* notable residents, past and present */ only...not. damn it"
"581","damn","damn stupid hijackers"
"582","damn","bunch of extra info. damn, wish i had my proper notes with me. plus the essay i wrote on king for my part i exams this year. heh...."
"583","damn","finally got the damn caption to show up!"
"584","damn","add map... damn, wikipedia is tripping today. this is the second time it's reverted me."
"585","damn","reformatted - it was damn near impossible to read the small font used in the prior edit"
"586","damn","/* list of americans in venona papers */ add 40 more names; close to complete; damn i hate to be rushed, but found 2 more [[oss]] persons previously overlooked"
"587","damn","much better... getting to be a damn good article imho..."
"588","damn","damn typos"
"589","damn","what the flying fuck was that shit doing there god damn it"
"590","damn","damn straight he is.."
"591","damn","another damn typo"
"592","damn","/* r */ no game such has ""run like hell"". if there is..please fix the damn link!"
"593","damn","damn spammers"
"594","damn","well, i like this version, you damn nutcases (;"
"595","damn","damn prideful revision of history"
"596","damn","/* external links */ look, i'm trying to comprimise. keep the damn links, but they don't need a separate section."
"597","damn","[[wp:aes|\u2190]]replaced page with '{{infobox mountain |damn'"
"598","damn","/* the best damn thing (2007\u2013present) */"
"599","damn","+image (about damn time!)"
"600","damn","/* events */ stupid spaces, damn, blast, ffs"
"601","damn","[[wp:aes|\u2190]]replaced page with 'pikachu says: ""fuck yall niggers, jinx be god be a god damn racist. fuckin igger ass ho bag piece o' shit, i rape her with my large yellow dildo. but she black s...'"
"602","damn","deleted 'sonofabitch damn yinyang!' ~~~~"
"603","damn","watch the frigging all-stars season or buy the damn borneo dvd--it's known as ""survivor: borneo""--now stop being an asshole!"
"604","damn","damn you people"
"605","damn","ahh.. lol.. damn"
"606","damn","/* ''the best damn wrestling event period'' */"
"607","damn","remove the damn nin disambiguation, which is just silly."
"608","damn","damn beaten to requesting the deletion!"
"609","damn","[[wp:aes|\u2190]]replaced page with '<font size=100>'''put dha damn thang in yo mouth.''''"
"610","damn","/* books */ also, elizabeth eaves worked at the seattle lusty lady, not the sf one! read the damn article before editing!"
"611","damn","social contract moved to fuck damn cunt bitch hell shit pussy social contract"
"612","damn","/* the best damn thing (2007 \u2013 present) */"
"613","damn","[[wp:aes|\u2190]]replaced page with 'the best damn quail hunter in the wolrd!1'"
"614","damn","damn brackets"
"615","damn","damn, made a mistake"
"616","damn","damn s"
"617","damn","you can't place an npov tag and then pop up two months later. i don't give a damn if its ""rich"""
"618","damn","removed no sources tag (it's all from fitzsimons, read the damn page)"
"619","damn","/* ''damn'' */"
"620","damn","*/ damn it locust43!! didn't we alreay works this out! you keep changing anything you don't like! you don't lik esprint, get get it! so you have no right to change anything!"
"621","damn","/* alternate versions */ god damn"
"622","damn","[[wp:aes|\u2190]]replaced page with 'screw you....and your whole damn site!!!!!!!'"
"623","damn","damn there's alot of piping to do to remove all the ""of country""."
"624","damn","the controller section makes no damn sense. it's trollish sounding. i rewrote the name section, but it might still use canning. the name header could be removed, and it all made into a big chunk"
"625","damn","damn"
"626","damn","no it damn well isn't. here's wording no-one can argue with"
"627","damn","[[wp:aes|\u2190]]replaced page with 'you can start by taking your damn hands off me!'"
"628","damn","/* mixed performances */ it's suit you damn it!!!"
"629","damn","damn silly article, bad layout"
"630","damn","/* the best damn thing (2007\u2013present) */ rm excess linebreaks"
"631","damn","it's is not the same as its you damn fools"
"632","damn","[[wp:aes|\u2190]]replaced page with 'this is fucking gay and there is no drug abuse u damn hippies like clinton fox'"
"633","damn","/* limp bizkit suck big balls, its not even nu metal its just a god damn wigger rapping with distorted guitar! */"
"634","damn","this is crap quality. damn contents don't make sense. clean it the fuck up."
"635","damn","damn nukka - what was this??!! next to evidence supporting the murder theory!!??"
"636","damn","[[wp:aes|\u2190]]replaced page with 'seasoned wikipedians get frustrated and dissapointed when people edit things. go suck a dick you faggot nerd whores. get a god damn life. -sincerly pwned...'"
"637","damn","(sp) difficulties in correcting this (damn browser) fixed now"
"638","damn","[[wp:undo|undid]] revision 132940208 by [[special:contributions/jzg|jzg]] ([[user talk:jzg|talk]]) - there are a lot of spoilers here. stop removing the tags, damn it"
"639","damn","rv - kevehs you no damn well this is unacceptable, quit the bs"
"640","damn","feel like a damn fool"
"641","damn","so write a damn disambiguation."
"642","damn","damn merge request info template removed, because of completed merge"
"643","damn","the joint colors don't have a damn thing to do with the new engine. if you want to write about baseless ideas like that, do it in fanfics."
"644","damn","/* regular season points */ woops. damn line break"
"645","damn","reverted 70.21.68.191 's edit. see the damn talk page! and don't delete tags once a article have been tagged!"
"646","damn","/* international play */ damn, wrong tournament"
"647","damn","damn, my fault"
"648","damn","damn spammers."
"649","damn","damn typos"
"650","damn","for that matter put website references in ""references"" section, 'cause hot-damn that's what they are"
"651","damn","this is not an article about the damn video game"
"652","damn","/* source */ damn"
"653","damn","fix deleted image. (damn why did i forget to replace that earlier)"
"654","damn","/* food fight!!! scandal */ no one cares about your damn food fight"
"655","damn","damn, wrong version... rv out-of -place comment by 208.61.3.229. please add questions to the discussion page."
"656","damn","damn... :)"
"657","damn","/* powers and abilities */ o rly??? i have godzilla vs megalon and he never uses any damn laser."
"658","damn","i'll fix the name of the damn dam later!"
"659","damn","[[wp:aes|\u2190]]replaced page with 'if u r reading this u have absolutly no life and u need to get off the damn comuter!!!!!!! ps; sal longo is awsome'"
"660","damn","rv, why would you want to remove such a damn nice representation?"
"661","damn","edit his name. bad spelled, i am portuguese and barboza is incorrectly spelled, it is spelled barbosa. we are not spanish damn it"
"662","damn","[[wp:aes|\u2190]]created page with 'hot is the rumoured third single from the best damn thing by avril lavigne. the song hot has been featured on many album labels leading fans to believe it is the t...'"
"663","damn","reverted the damn page"
"664","damn","damn typos"
"665","damn","/* trivia */ remove best damn movie ever!!! comment"
"666","damn","jenna jameson maybe a racist bitch, but the paragraph does not belong on wikipedia. someone needs to clean up this damn article"
"667","damn","damn it this sec is choked with pics"
"668","damn","/* ''the best damn thing'' (2007&ndash;) */"
"669","damn","damn shippers shut up!"
"670","damn","[[wp:aes|\u2190]]replaced page with 'this game is fuckin horseshit it is so bad that it doesnt even need a damn article you asshole fucking nigger fuckers that eat dogshit niggershit assshit and horse...'"
"671","damn","/* plot summary */ tried cleaning this up but damn! this is badly written."
"672","damn","fair use - and damn you db locks!!!"
"673","damn","[[wp:aes|\u2190]]replaced page with 'mariah carey is 36 years old and she is the hottest 36 year old that i have ever seen. i mean damn, those titties are big. i would motorboat that shit any day.'"
"674","damn","stop fucking editting it god damn it starting to really piss me off"
"675","damn","damn slash and burners. will remove a paragraph instead of adding a miniscule caveat."
"676","damn","damn, reverted to the wrong one."
"677","damn","lies! damn you people realize it already!!! stupid idiots!"
"678","damn","/* trivia */ this an't gamefaqs...by the way, the damn move should be in da damn manual!"
"679","damn","/* ''the best damn thing (2007)'' */"
"680","damn","/* what is god? */ abrakadabra!?!?! .... it didn't work? damn.."
"681","damn","rv vandalism by the same damn idiot"
"682","damn","so, in serbian you can do as you damn well please; this is in english"
"683","damn","removed speedy-deletion notice (please, i haven't finished writing the damn thing!). added categories; improved wordage."
"684","damn","damn, this isn't going to be finished tonight"
"685","damn","john cunningham, vc (english) moved to fuck damn cunt bitch hell shit pussy john cunningham, vc (english)"
"686","damn","damn ppl! stop capitalizing!"
"687","damn","entropy is not fucking chaos, quick fucking this page up! read the damn discussion page"
"688","damn","revert (does the map really have to be that damn big?)"
"689","damn","/* johto and beyond */ in such cases, i have just two things to say: (1) god damn [[wp:civil|civility]]. (2) go to blazes, stupid pokeshippers!!"
"690","damn","/* released */ damn the attacks"
"691","damn","i'll get this right sooner or later; also ""bai bai"" also mean ""double double"" and damn you edit conflicts!"
"692","damn","/* further cautions: ""lies, damn lies, and statistics"" */"
"693","damn","[[wp:aes|\u2190]]replaced page with 'requested this page just says damn! == did you know? == ron simmons became the greatest singer in the wwe when he won wwe idol?'"
"694","damn","/* players */ re-adding johnny mcdonagh, he's pretty damn notable for his well-known bodhran solo skills; i believe he won some all-ireland competitions back in the day; tommy hayes, too"
"695","damn","added mention of african-american to first paragraph - i mean, ''damn'', this is the home of ""[[lift ev'ry voice and sing]]""!"
"696","damn","[[wp:aes|\u2190]]replaced page with 'this damn store pays minuim wage and is a cheater lier a bastard'"
"697","damn","damn-i reverted a revert."
"698","damn","[[wp:aes|\u2190]]replaced page with ' what a fucking dumbassssssssssssssssssssssssssssssssssss dumbass hes soooooo damn retarded'"
"699","damn","/* ''mccorvey v. hill'' */ damn typos"
"700","damn","damn"
"701","damn","[[wp:aes|\u2190]]replaced page with 'who the fuck cares == == headline text == == == headline text == damn'"
"702","damn","damn!"
"703","damn","rv. that's not a wholesale change, that is referenced, damn it!"
"704","damn","""pretty damn quick"" dictdef has been moved to wiktionary"
"705","damn","/* external links */ damn"
"706","damn","damn mistake"
"707","damn","[[wp:undo|undid]] revision 171176801 by [[special:contributions/gt4gtr|gt4gtr]] ([[user talk:gt4gtr|talk]]) use a damn spell checker before you post stuff here. >_<"
"708","damn","brother was just a damn metaphor. a clone is not a brother"
"709","damn","rv again - damn"
"710","damn","damn! i can't spell! :)"
"711","damn","/* congressional service */ another move, due to the length of the damn infobox"
"712","damn","[[wp:undo|undid]] revision 179163732 by [[special:contributions/osli73|osli73]] ([[user talk:osli73|talk]]) god damn"
"713","damn","this is why every damn high school doesn't deserve its own page. few eyeballs. damn inclusionists."
"714","damn","you guys forgot one. present in about 40 out of 50 states. not international. you may revert. damn good burger though!"
"715","damn","""well, i'm be damn"" didnt sound right to me and last time i remeber he said ""damn!"" on its own but im sure he said ""well, i'll be damned!"" too"
"716","damn","robot adding: [[nl:damn small linux]]"
"717","damn","damn kids and their silly grammar"
"718","damn","damn caps lock"
"719","damn","damn, found another typo!"
"720","damn","ommitted unnecessary info. this is an encyclopedia damn it. go to celinedion.com to find specifics!!"
"721","damn","damn it! wrong code"
"722","damn","/* judicial ships */ damn keyboard"
"723","damn","damn vandals"
"724","damn","/* early life and career */ damn again"
"725","damn","it called destructive beam in the damn movie check originl sub"
"726","damn","[[wp:aes|\u2190]]replaced page with 'i will continue to vandalize until my ip is blocked from doing so. fuck shit ass cock mother fucker bitch damn rape nigger jew jew jew fuck shit shit ass shit coc...'"
"727","damn","unrv - if there's going to be an article on the high school, then we're damn well going to link to it here"
"728","damn","/* liberation of western europe */ pic revision: (removed paris, damn, it was in color) (see talk page ""pictures revision"")"
"729","damn","damn, my computer's too slow. teadrinker beat me to the revert."
"730","damn","/* select quotes */ corrected 'damn you' from 'damn it'"
"731","damn","damn c&p"
"732","damn","damn, i really don't know how to edit in wikipedia. sorry."
"733","damn","/* yer mom sucked the skin off of my damn cock */"
"734","damn","fuck damn cunt bitch hell shit pussy journey to the end of the night moved to journey to the end of the night"
"735","damn","damn changed to dam"
"736","damn","damn i hate vandals"
"737","damn","/* ''the best damn thing (2007)'' */"
"738","damn","removed more vandalism. (people from this school, please stop editing this damn page. im sick of undoing your junk.)"
"739","damn","damn you"
"740","damn","rewrote the damn thing - by bonger"
"741","damn","moved [[damn the torpedoes]] to [[damn the torpedoes]]"
"742","damn","damn perfectionism"
"743","damn","damn vandals"
"744","damn","rv: yeah but it's far more accurate /rollseyes/ please! someone fix the damn thing!"
"745","damn","damn nevermind"
"746","damn","/* trivia */ too much damn trivia. how the hell is there a link to even more trivia when most of it was copied off of it??"
"747","damn","deleted ""one damn fine brit played by"""
"748","damn","changed for past tense of his passing. or something. damn the grammer !"
"749","damn","damn, another one."
"750","damn","rm ""bermudians pronounce their 'w' as 'w' damn americans, burn in hell. you know nothing about bermuda."""
"751","damn","damn! the same link over and over.. removed"
"752","damn","yeah- i don't give a damn what ""yarf"" things, you goddamn furfag."
"753","damn","clarified uk usage of bloody, as last revision by [[special:contributions/elzibobby22|elzibobby22]] changed goddamned to damn which could be confusing. not a revert."
"754","damn","actually, the whole damn article is devoid of references."
"755","damn","god damn, this is some bad writing. the thing should probably be reorganized and rewritten, but i've done all i can for now."
"756","damn","link to the damn thing..."
"757","damn","what the f? this is an encyclopedia, not your damn soap box. referenced statements only, no original research"
"758","damn","/* ''the best damn thing'' (2006&ndash;present) */"
"759","damn","damn you, ctrl-v"
"760","damn","what's the point of being able to update things like logos when somebody keeps changing them back to the old way even thought the facts are right in front of them when they watch the damn tv! jesus!!!"
"761","damn","/* los angeles county */ pretty damn close where i live"
"762","damn","damn! rv self"
"763","damn","image caption - damn, i am lame. can't even recognize perspective distortion when i see it."
"764","damn","my own damn sp."
"765","damn","damn nonsense"
"766","damn","/* ukon */ removing old image of sakon.jpg, added ukon (naruto).jpg /i hope no retards (someguy0830, etc.) remove it for no damn reason!!!!!!!!!!!!!"
"767","damn","[[wp:aes|\u2190]]replaced page with 'he is from the damn united states'"
"768","damn","[[wp:aes|\u2190]]replaced page with 'all of the wikimods are cena looooooovers!!! and homophobes..... damn you all.'"
"769","damn","this is not a damn instruction manual!"
"770","damn","[[wp:aes|\u2190]]replaced page with 'wooooooooooooooooooooooooooooooooooooooooooooooooo!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! the shitty cubs lost! a sweep! now what cubs fans? 100 years now. damn!'"
"771","damn","added martina arroyo.hey, i know you don't give a damn about me.it's just... tell me baby\u2014how can i go on like this? what are you gonna do? what am i supposed to do with you? why did you act like that"
"772","damn","one theory among many. jose a. pascua, read the damn article before editing!"
"773","damn","too damn wordy! encyclopedia, not legal treatise"
"774","damn","arragon per new penguin shakespeare, damn it all."
"775","damn","/* media references/similarities */ -put back the ""cave troll"" similarity. those two look damn alike"
"776","damn","/* return migration */ damn {{cite paper}} doesn't support last, first tags"
"777","damn","check your damn facts."
"778","damn","ji sin sim si moved to jee sin sim see: damn transliteration systems! the spelling ""jee sin sim see"" is a more common rendering as well as a clearer guide to pronunciation for english speakers."
"779","damn","/* plot summary */ and = two things, an = one thing ... damn!"
"780","damn","/* campaign */ damn edit conflicts"
"781","damn","/* john travis */ fixed another damn grammatical typo."
"782","damn","told the damn truth"
"783","damn","sounds damn stupid"
"784","damn","/* external links */ damn"
"785","damn","/* ''the best damn thing'' (2007&ndash;present) */ began."
"786","damn","/* characters */ check your damn links before saving the page: the article ""swashbuckler"" has nothing to do with the film of that name."
